team_name,team_id,age_group,gender,source,points,state,rank,url
SC Storm 16/17 Boys Blue,211006,U10,Male,GotSport Rankings,0,WY,18,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=3
SC Storm 16/17 Boys Yellow,29555,U10,Male,GotSport Rankings,0,WY,2,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=4
Blades 2016/17B Red,515285,U10,Male,GotSport Rankings,0,WY,9,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=6
U10 GSC Boys Purple,427853,U10,Male,GotSport Rankings,0,WY,5,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=7
SC Storm 16/17 boys White,454119,U10,Male,GotSport Rankings,0,WY,19,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=8
Blades 2016/17B Black 1,515290,U10,Male,GotSport Rankings,0,WY,19,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=9
GR SPURS 10U*,525621,U10,Male,GotSport Rankings,0,WY,2,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=10
JHYS United Boys 2016 Black,486966,U10,Male,GotSport Rankings,0,WY,15,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=13
JCSA U10 Boys Black Fall 2025,628419,U10,Male,GotSport Rankings,0,WY,6,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=14
Blades 2016/17B Black 2,515288,U10,Male,GotSport Rankings,0,WY,19,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=30
2016 Riverton Rampage Boys-,286076,U10,Male,GotSport Rankings,0,WY,3,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=31
