team_name,team_id,age_group,gender,source,points,state,rank,url
GESC B16 black,559449,U10,Male,GotSport Rankings,0,MT,3,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=8
HYSA B2016 BLUE,581469,U10,Male,GotSport Rankings,0,MT,2,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=12
Glacier Surf 2016 Boys BLUE,356466,U10,Male,GotSport Rankings,0,MT,14,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=22
REAL B2016 Gold,162369,U10,Male,GotSport Rankings,0,MT,15,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=23
FRSC B2016 AC,656861,U10,Male,GotSport Rankings,0,MT,14,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=66
GESC B 16/17,431656,U10,Male,GotSport Rankings,0,MT,3,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=91
REAL B2016 Black,465954,U10,Male,GotSport Rankings,0,MT,16,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=102
MT SURF B2016/17 White,667922,U10,Male,GotSport Rankings,0,MT,18,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=122
HYSA B2016 GOLD,676890,U10,Male,GotSport Rankings,0,MT,6,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=123
MT Rush B-2016-SE-Blue,578489,U10,Male,GotSport Rankings,0,MT,5,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=124
REAL B2016 Silver,639046,U10,Male,GotSport Rankings,0,MT,9,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=157
FVU B2016 Green-AC,667875,U10,Male,GotSport Rankings,0,MT,14,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=157
FVU B2016 White-AC,540224,U10,Male,GotSport Rankings,0,MT,18,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=160
MT Rush B-2016-SE-Red,665043,U10,Male,GotSport Rankings,0,MT,4,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=161
MT SURF B2016/17 Blue,670140,U10,Male,GotSport Rankings,0,MT,6,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=166
REAL G2016 Gold,443512,U10,Female,GotSport Rankings,0,MT,14,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=f&search[page]=5
REAL G2016 Black,409400,U10,Female,GotSport Rankings,0,MT,3,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=f&search[page]=11
HYSA G2016/2017 BLUE,581473,U10,Female,GotSport Rankings,0,MT,13,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=f&search[page]=15
PFC G2016/17navy-AC Fall,420645,U10,Female,GotSport Rankings,0,MT,11,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=f&search[page]=22
MT SURF G2016 Blue,584305,U10,Female,GotSport Rankings,0,MT,1,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=f&search[page]=31
MT SURF G2016 Black,415066,U10,Female,GotSport Rankings,0,MT,13,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=f&search[page]=33
FVU G2016 Green-AC,667878,U10,Female,GotSport Rankings,0,MT,18,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=f&search[page]=33
SFC G2016 Red,581591,U10,Female,GotSport Rankings,0,MT,4,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=f&search[page]=38
BSFC G2016 SE,581299,U10,Female,GotSport Rankings,0,MT,7,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=f&search[page]=44
FVU G2016 White-AC,667881,U10,Female,GotSport Rankings,0,MT,16,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=f&search[page]=61
HYSA G2016/2017 GOLD,658835,U10,Female,GotSport Rankings,0,MT,16,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=f&search[page]=70
Glacier Surf 2016 Girls WHITE,661409,U10,Female,GotSport Rankings,0,MT,16,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=f&search[page]=71
MT SURF G2016/17 White,670174,U10,Female,GotSport Rankings,0,MT,16,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=f&search[page]=79
LST G 2016,596362,U10,Female,GotSport Rankings,0,MT,19,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=f&search[page]=83
MT Rush G-2016-SE Blue,665032,U10,Female,GotSport Rankings,0,MT,13,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=f&search[page]=84
BFSC G2016 AC,658816,U10,Female,GotSport Rankings,0,MT,2,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=f&search[page]=85
MT SURF G2016/17 Blue,670172,U10,Female,GotSport Rankings,0,MT,20,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=f&search[page]=85
BSFC2016G F25,668298,U10,Female,GotSport Rankings,0,MT,10,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=f&search[page]=90
MT SURF B2015 White,415122,U11,Male,GotSport Rankings,0,MT,13,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=11&search[gender]=m&search[page]=70
MT SURF B2015 Blue,428617,U11,Male,GotSport Rankings,0,MT,7,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=11&search[gender]=m&search[page]=77
REAL B2015 Black,363677,U11,Male,GotSport Rankings,0,MT,15,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=11&search[gender]=m&search[page]=79
Missoula Surf 2015B,404521,U11,Male,GotSport Rankings,0,MT,1,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=11&search[gender]=m&search[page]=94
FVU B2015 Green-AC,540222,U11,Male,GotSport Rankings,0,MT,18,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=11&search[gender]=m&search[page]=110
SFC B2015 T2,578075,U11,Male,GotSport Rankings,0,MT,4,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=11&search[gender]=m&search[page]=112
