team_name,team_id,age_group,gender,source,points,state,rank,url
Southeast 2016 Boys Black,304588,U10,Male,GotSport Rankings,0,AZ,1,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=1
16B GSA,404653,U10,Male,GotSport Rankings,0,AZ,2,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=1
16B KChacon,252650,U10,Male,GotSport Rankings,0,AZ,6,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=1
Tuzos Academy GTA 2016,295760,U10,Male,GotSport Rankings,0,AZ,8,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=1
AZ Arsenal 16 Boys Teal OC,254529,U10,Male,GotSport Rankings,0,AZ,7,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=2
Southeast 2016 Boys Red,314605,U10,Male,GotSport Rankings,0,AZ,11,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=3
PRFC Scottsdale 16B Predator,259322,U10,Male,GotSport Rankings,0,AZ,12,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=3
State 48 FC Avondale 16 Gray,483870,U10,Male,GotSport Rankings,0,AZ,7,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=4
Tuzos Royals 2016,435520,U10,Male,GotSport Rankings,0,AZ,8,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=4
State 48 FC Avondale 16 Copper,317893,U10,Male,GotSport Rankings,0,AZ,13,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=4
SASC 2016 B u10 Cardinals Whitney,637461,U10,Male,GotSport Rankings,0,AZ,14,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=5
State 48 FC Avondale 16 Black,261195,U10,Male,GotSport Rankings,0,AZ,3,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=6
State 48 FC 16 Elite,610777,U10,Male,GotSport Rankings,0,AZ,6,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=7
16B Wagner,252021,U10,Male,GotSport Rankings,0,AZ,11,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=7
PRFC Scottsdale 16B Copa,259316,U10,Male,GotSport Rankings,0,AZ,20,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=7
U-10 (2016) Boys Pre Academy Blue,192618,U10,Male,GotSport Rankings,0,AZ,16,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=8
Chelsea 16B,666818,U10,Male,GotSport Rankings,0,AZ,18,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=9
VSC 2016 Boys Green,380972,U10,Male,GotSport Rankings,0,AZ,20,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=9
Playmaker Futbol Academy 16B Black,262021,U10,Male,GotSport Rankings,0,AZ,4,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=11
Southeast 2016 Boys Green,521036,U10,Male,GotSport Rankings,0,AZ,6,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=11
Madison FC 16 Gold Boys,372006,U10,Male,GotSport Rankings,0,AZ,8,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=11
Tuzos 2016/17 Misael,371935,U10,Male,GotSport Rankings,0,AZ,17,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=12
Amore 2016 Boys,511848,U10,Male,GotSport Rankings,0,AZ,7,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=13
PRFC North Valley 16B Predator,405261,U10,Male,GotSport Rankings,0,AZ,1,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=14
2016 Boys Blue,523220,U10,Male,GotSport Rankings,0,AZ,16,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=15
CCV Stars 16 Boys East,447335,U10,Male,GotSport Rankings,0,AZ,8,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=19
PRFC Desert Foothills 16B Predator,411982,U10,Male,GotSport Rankings,0,AZ,16,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=21
PRFC Southeast Valley 16B Predator,384731,U10,Male,GotSport Rankings,0,AZ,20,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=24
Phoenix Premier FC 16B X-Factor,363898,U10,Male,GotSport Rankings,0,AZ,12,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=26
Phoenix United 2016 Academy,442047,U10,Male,GotSport Rankings,0,AZ,16,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=10&search[gender]=m&search[page]=33
