provider,team_id_source,team_id_master,team,club,opponent,opponent_id_master,age_group,gender,state,date,home_away,gf,ga,result,competition,venue,city,source_url,scraped_at
gotsport,506937.0,ec8ed462910a,MSSC 2016 Girls,Mahomet-Seymour Soccer Club,Illinois FC 2016/2017 Girls Orange,451598,U10,F,IL,2025-09-20,H,1.0,2.0,L,Annual Morton Pumpkin Classic,McClallen Park,,https://rankings.gotsport.com/teams/506937.0/game-history,2025-10-16T17:29:21.999333
gotsport,510291.0,850dac87bc9a,Sangamo United FC 2016G Queen Bees,Sangamo United FC,MSC 2016 Girls,527278,U10,F,IL,2025-09-20,H,0.0,1.0,L,Annual Morton Pumpkin Classic,McClallen Park,,https://rankings.gotsport.com/teams/510291.0/game-history,2025-10-16T17:29:26.359489
gotsport,510291.0,850dac87bc9a,Sangamo United FC 2016G Queen Bees,Sangamo United FC,Morton United FC 2016 Girls RED,334618,U10,F,IL,2025-09-20,A,2.0,4.0,L,Annual Morton Pumpkin Classic,McClallen Park,,https://rankings.gotsport.com/teams/510291.0/game-history,2025-10-16T17:29:26.359501
gotsport,525748.0,05e4da6e8097,Wheaton United 2016G Premier,Wheaton United SC,Orland Park Sting FC 2016 Girls,539055,U10,F,IL,2025-09-20,H,3.0,2.0,W,Give N Go,Hassert Park,,https://rankings.gotsport.com/teams/525748.0/game-history,2025-10-16T17:29:32.945078
gotsport,525748.0,05e4da6e8097,Wheaton United 2016G Premier,Wheaton United SC,LTSC 2016G Select White,540565,U10,F,IL,2025-09-20,A,7.0,2.0,W,Give N Go,Hassert Park,,https://rankings.gotsport.com/teams/525748.0/game-history,2025-10-16T17:29:32.945098
gotsport,430239.0,60e80083e21c,Synergy 2016 Girls Green,Synergy SC,Orland Park Sting FC 2016 Girls,539055,U10,F,IL,2025-09-20,A,8.0,2.0,W,Give N Go,Hassert Park,,https://rankings.gotsport.com/teams/430239.0/game-history,2025-10-16T17:28:44.078887
gotsport,404579.0,09e35978375f,Roadrunners SC G2016 White,Roadrunners SC,TESC 2016 Girls Select Black,669345,U10,F,IL,2025-09-20,H,2.0,3.0,L,Give N Go,Hassert Park,,https://rankings.gotsport.com/teams/404579.0/game-history,2025-10-16T17:28:13.833796
gotsport,527844.0,abd5c21915f6,EMSSC U10G Queen Bees,East Moline Silvis Soccer Club,Clinton United,518649,U10,F,IL,2025-09-20,A,4.0,4.0,D,league play,East Moline Soccer Club (Illowa),,https://rankings.gotsport.com/teams/527844.0/game-history,2025-10-16T17:29:36.966136
gotsport,540565.0,e0e11c7ff17f,LTSC 2016G Select White,Lyons Township SC (LTSC),Synergy 2016 Girls Green,430239,U10,F,IL,2025-09-20,A,2.0,10.0,L,Give N Go,Hassert Park,,https://rankings.gotsport.com/teams/540565.0/game-history,2025-10-16T17:29:57.949344
gotsport,677618.0,3107ed312ed6,2016 White,Galaxy SC,2016G Select,600539,U10,F,IL,2025-09-20,A,4.0,3.0,W,Illinois Premier Showcase,Stuart Sports Complex - Galaxy Tournament,,https://rankings.gotsport.com/teams/677618.0/game-history,2025-10-16T17:31:24.344025
gotsport,345745.0,aec06f687fc1,JGSA 16/17 Girls Black,John Gaspar Soccer Academy,Morton United FC 2016 Girls RED,334618,U10,F,IL,2025-09-20,H,1.0,2.0,L,Annual Morton Pumpkin Classic,McClallen Park,,https://rankings.gotsport.com/teams/345745.0/game-history,2025-10-16T17:27:32.851808
gotsport,334618.0,ccfecfd72a7e,Morton United FC 2016 Girls RED,Morton United FC,Sangamo United FC 2016G Queen Bees,510291,U10,F,IL,2025-09-20,H,4.0,2.0,W,Annual Morton Pumpkin Classic,McClallen Park,,https://rankings.gotsport.com/teams/334618.0/game-history,2025-10-16T17:27:28.467049
gotsport,345745.0,aec06f687fc1,JGSA 16/17 Girls Black,John Gaspar Soccer Academy,MSC 2016 Girls,527278,U10,F,IL,2025-09-20,A,0.0,1.0,L,Annual Morton Pumpkin Classic,McClallen Park,,https://rankings.gotsport.com/teams/345745.0/game-history,2025-10-16T17:27:32.851784
gotsport,389142.0,f60914a98348,2016 PFCU Wave,Peoria FC United,Gunners 2016G Academy,632742,U10,F,IL,2025-09-20,A,4.0,1.0,W,Lou Fusz Midwest Fall Invitational,Lou Fusz Soccer Complex,,https://rankings.gotsport.com/teams/389142.0/game-history,2025-10-16T17:27:45.995114
gotsport,334618.0,ccfecfd72a7e,Morton United FC 2016 Girls RED,Morton United FC,JGSA 16/17 Girls Black,345745,U10,F,IL,2025-09-20,A,2.0,1.0,W,Annual Morton Pumpkin Classic,McClallen Park,,https://rankings.gotsport.com/teams/334618.0/game-history,2025-10-16T17:27:28.467020
gotsport,389142.0,f60914a98348,2016 PFCU Wave,Peoria FC United,SLSG MO G 2016 Barcelona Blue,627877,U10,F,IL,2025-09-20,H,2.0,1.0,W,Lou Fusz Midwest Fall Invitational,Lou Fusz Soccer Complex,,https://rankings.gotsport.com/teams/389142.0/game-history,2025-10-16T17:27:45.995158
gotsport,329735.0,c75eeb321f0b,SASA Spirits 2016G East,SASA Spirits SC,Mo Rush 2016G Azul,501703,U10,F,IL,2025-09-20,H,6.0,2.0,W,Fall,xGlen Ed East @ PFP,,https://rankings.gotsport.com/teams/329735.0/game-history,2025-10-16T17:27:25.075853
gotsport,329735.0,c75eeb321f0b,SASA Spirits 2016G East,SASA Spirits SC,STLDA 2016G Elite White,624711,U10,F,IL,2025-09-20,H,2.0,1.0,W,Fall,xGlen Ed East @ PFP,,https://rankings.gotsport.com/teams/329735.0/game-history,2025-10-16T17:27:25.075864
gotsport,560557.0,27159b2cd491,Eclipse 2016 Solar Naperville Girls,Eclipse Select Soccer Club,AJFC-1617,438610,U10,F,IL,2025-09-19,A,0.0,1.0,L,Illinois Premier Showcase,Stuart Sports Complex - Galaxy Tournament,,https://rankings.gotsport.com/teams/560557.0/game-history,2025-10-16T17:30:31.971703
gotsport,329735.0,c75eeb321f0b,SASA Spirits 2016G East,SASA Spirits SC,SEMO ELITE G2016 Pre Academy White,515821,U10,F,IL,2025-09-14,A,4.0,3.0,W,Fall,STL Athletic Center,,https://rankings.gotsport.com/teams/329735.0/game-history,2025-10-16T17:27:25.075874
gotsport,623738.0,17e72cac9d92,Impact FC 16/17 Girls,Impact FC,Flyers SC - Ryan 2016G,568844,U10,F,IL,2025-09-14,H,2.0,1.0,W,Fall,xO Fallon IL Sports Park,,https://rankings.gotsport.com/teams/623738.0/game-history,2025-10-16T17:30:50.008632
gotsport,607328.0,b7d49f8372a6,Team United (Luetke),Rockford Raptors FC,QCS Lightning 2015 Girls,357245,U10,F,IL,2025-09-14,H,1.0,2.0,L,Annual QCFSO,Jacobs Park,,https://rankings.gotsport.com/teams/607328.0/game-history,2025-10-16T17:30:44.277070
gotsport,307082.0,cf704481dd07,EMSSC U10G Sugar Rush,East Moline Silvis Soccer Club,North Scott Soccer Club 2016 Girls,481898,U10,F,IL,2025-09-14,A,2.0,6.0,L,Annual QCFSO,Jacobs Park,,https://rankings.gotsport.com/teams/307082.0/game-history,2025-10-16T17:27:20.472212
gotsport,607328.0,b7d49f8372a6,Team United (Luetke),Rockford Raptors FC,QC Elite 2015/2016 Girls,522206,U10,F,IL,2025-09-14,A,3.0,2.0,W,Annual QCFSO,Jacobs Park,,https://rankings.gotsport.com/teams/607328.0/game-history,2025-10-16T17:30:44.277137
gotsport,506937.0,ec8ed462910a,MSSC 2016 Girls,Mahomet-Seymour Soccer Club,Midstate 2016 Girls,393992,U10,F,IL,2025-09-14,A,0.0,3.0,L,Route 66 Shootout,Lincoln FC,,https://rankings.gotsport.com/teams/506937.0/game-history,2025-10-16T17:29:21.999360
gotsport,259319.0,c9a992bc1157,SASA Spirits 2016G West,SASA Spirits SC,Gunners 2016G Academy,632742,U10,F,IL,2025-09-14,A,2.0,3.0,L,Fall,STL Athletic Center,,https://rankings.gotsport.com/teams/259319.0/game-history,2025-10-16T17:27:08.493151
gotsport,623738.0,17e72cac9d92,Impact FC 16/17 Girls,Impact FC,Sandhurst Blitz 2016G,514613,U10,F,IL,2025-09-14,H,1.0,4.0,L,Fall,xO Fallon IL Sports Park,,https://rankings.gotsport.com/teams/623738.0/game-history,2025-10-16T17:30:50.008654
gotsport,431236.0,429c62e51528,2016 PFCU Racing,Peoria FC United,FC Central Illinois 2016 G Select,266276,U10,F,IL,2025-09-14,H,0.0,2.0,L,Route 66 Shootout,Lincoln FC,,https://rankings.gotsport.com/teams/431236.0/game-history,2025-10-16T17:28:50.385639
gotsport,266276.0,3cba6e4e6d68,FC Central Illinois 2016 G Select,FC Central Illinois,2016 PFCU Racing,431236,U10,F,IL,2025-09-14,A,2.0,0.0,W,Route 66 Shootout,Lincoln FC,,https://rankings.gotsport.com/teams/266276.0/game-history,2025-10-16T17:27:12.733570
gotsport,259319.0,c9a992bc1157,SASA Spirits 2016G West,SASA Spirits SC,St. Louis Stars SC 16 Girls Academy Red,386119,U10,F,IL,2025-09-14,A,1.0,3.0,L,Fall,STL Athletic Center,,https://rankings.gotsport.com/teams/259319.0/game-history,2025-10-16T17:27:08.493128
gotsport,255555.0,46725c0f7f91,SLSG IL G 2016 Elite Red,St. Louis Scott Gallagher,SLSG MO G 2015 Aston Villa,440945,U10,F,IL,2025-09-14,A,1.0,2.0,L,St. Louis Scott Gallagher Premier League,World Wide Technology Soccer Park,,https://rankings.gotsport.com/teams/255555.0/game-history,2025-10-16T17:27:03.987589
gotsport,393992.0,370d6a5cf6e8,Midstate 2016 Girls,MidState Soccer Club,MSSC 2016 Girls,506937,U10,F,IL,2025-09-14,H,3.0,0.0,W,Route 66 Shootout,Lincoln FC,,https://rankings.gotsport.com/teams/393992.0/game-history,2025-10-16T17:27:50.726098
gotsport,345745.0,aec06f687fc1,JGSA 16/17 Girls Black,John Gaspar Soccer Academy,EMSSC U10G Queen Bees,527844,U10,F,IL,2025-09-14,H,2.0,0.0,W,Annual QCFSO,Jacobs Park,,https://rankings.gotsport.com/teams/345745.0/game-history,2025-10-16T17:27:32.851831
gotsport,527844.0,abd5c21915f6,EMSSC U10G Queen Bees,East Moline Silvis Soccer Club,JGSA 16/17 Girls Black,345745,U10,F,IL,2025-09-14,A,0.0,2.0,L,Annual QCFSO,Jacobs Park,,https://rankings.gotsport.com/teams/527844.0/game-history,2025-10-16T17:29:36.966162
gotsport,345745.0,aec06f687fc1,JGSA 16/17 Girls Black,John Gaspar Soccer Academy,MSC 2016 Girls,527278,U10,F,IL,2025-09-14,A,1.0,2.0,L,Annual QCFSO,Jacobs Park,,https://rankings.gotsport.com/teams/345745.0/game-history,2025-10-16T17:27:32.851852
gotsport,307082.0,cf704481dd07,EMSSC U10G Sugar Rush,East Moline Silvis Soccer Club,JGSA 16/17 Girls Black,345745,U10,F,IL,2025-09-13,H,1.0,2.0,L,Annual QCFSO,Jacobs Park,,https://rankings.gotsport.com/teams/307082.0/game-history,2025-10-16T17:27:20.472259
gotsport,307082.0,cf704481dd07,EMSSC U10G Sugar Rush,East Moline Silvis Soccer Club,QC Legendary Strikers,479573,U10,F,IL,2025-09-13,A,4.0,10.0,L,Annual QCFSO,Jacobs Park,,https://rankings.gotsport.com/teams/307082.0/game-history,2025-10-16T17:27:20.472238
gotsport,630434.0,4be5b0cac188,Metro Alliance FC 2016G Navy,Metro Alliance FC ,Calcio Hawks Rush 2016 Lady Hawks,617908,U10,F,IL,2025-09-13,A,1.0,3.0,L,Fall,xO Fallon IL Sports Park,,https://rankings.gotsport.com/teams/630434.0/game-history,2025-10-16T17:30:55.780905
gotsport,506937.0,ec8ed462910a,MSSC 2016 Girls,Mahomet-Seymour Soccer Club,2016 PFCU Racing,431236,U10,F,IL,2025-09-13,H,0.0,4.0,L,Route 66 Shootout,Lincoln FC,,https://rankings.gotsport.com/teams/506937.0/game-history,2025-10-16T17:29:21.999405
gotsport,607328.0,b7d49f8372a6,Team United (Luetke),Rockford Raptors FC,DeWitt U11 Girls,414746,U10,F,IL,2025-09-13,A,2.0,0.0,W,Annual QCFSO,Jacobs Park,,https://rankings.gotsport.com/teams/607328.0/game-history,2025-10-16T17:30:44.277185
gotsport,393992.0,370d6a5cf6e8,Midstate 2016 Girls,MidState Soccer Club,FC Central Illinois 2016 G Select,266276,U10,F,IL,2025-09-13,A,3.0,3.0,D,Route 66 Shootout,Lincoln FC,,https://rankings.gotsport.com/teams/393992.0/game-history,2025-10-16T17:27:50.726128
gotsport,527844.0,abd5c21915f6,EMSSC U10G Queen Bees,East Moline Silvis Soccer Club,North Scott Soccer Club 2016 Girls,481898,U10,F,IL,2025-09-13,A,2.0,3.0,L,Annual QCFSO,Jacobs Park,,https://rankings.gotsport.com/teams/527844.0/game-history,2025-10-16T17:29:36.966190
gotsport,393992.0,370d6a5cf6e8,Midstate 2016 Girls,MidState Soccer Club,2016 PFCU Racing,431236,U10,F,IL,2025-09-13,A,2.0,1.0,W,Route 66 Shootout,Lincoln FC,,https://rankings.gotsport.com/teams/393992.0/game-history,2025-10-16T17:27:50.726155
gotsport,607328.0,b7d49f8372a6,Team United (Luetke),Rockford Raptors FC,NSSC,413540,U10,F,IL,2025-09-13,H,3.0,1.0,W,Annual QCFSO,Jacobs Park,,https://rankings.gotsport.com/teams/607328.0/game-history,2025-10-16T17:30:44.277214
gotsport,431236.0,429c62e51528,2016 PFCU Racing,Peoria FC United,MSSC 2016 Girls,506937,U10,F,IL,2025-09-13,A,4.0,0.0,W,Route 66 Shootout,Lincoln FC,,https://rankings.gotsport.com/teams/431236.0/game-history,2025-10-16T17:28:50.385655
gotsport,345745.0,aec06f687fc1,JGSA 16/17 Girls Black,John Gaspar Soccer Academy,EMSSC U10G Sugar Rush,307082,U10,F,IL,2025-09-13,A,2.0,1.0,W,Annual QCFSO,Jacobs Park,,https://rankings.gotsport.com/teams/345745.0/game-history,2025-10-16T17:27:32.851923
gotsport,506937.0,ec8ed462910a,MSSC 2016 Girls,Mahomet-Seymour Soccer Club,FC Central Illinois 2016 G Select,266276,U10,F,IL,2025-09-13,H,1.0,2.0,L,Route 66 Shootout,Lincoln FC,,https://rankings.gotsport.com/teams/506937.0/game-history,2025-10-16T17:29:21.999383
gotsport,345745.0,aec06f687fc1,JGSA 16/17 Girls Black,John Gaspar Soccer Academy,MSC 2016 Girls,527278,U10,F,IL,2025-09-13,H,0.0,3.0,L,Annual QCFSO,Jacobs Park,,https://rankings.gotsport.com/teams/345745.0/game-history,2025-10-16T17:27:32.851887
gotsport,396578.0,a57aeaef5f62,Glen-Ed SC 16G Germany,Glen-Ed SC,Calcio Hawks Rush 2016 Lady Hawks,617908,U10,F,IL,2025-09-13,A,4.0,5.0,L,Fall,xO Fallon IL Sports Park,,https://rankings.gotsport.com/teams/396578.0/game-history,2025-10-16T17:27:54.709664
gotsport,266276.0,3cba6e4e6d68,FC Central Illinois 2016 G Select,FC Central Illinois,MSSC 2016 Girls,506937,U10,F,IL,2025-09-13,A,2.0,1.0,W,Route 66 Shootout,Lincoln FC,,https://rankings.gotsport.com/teams/266276.0/game-history,2025-10-16T17:27:12.733580
gotsport,617908.0,1e762da86a62,Calcio Hawks Rush 2016 Lady Hawks,Calcio Hawks Rush,Glen-Ed SC 16G Germany,396578,U10,F,IL,2025-09-13,H,5.0,4.0,W,Fall,xO Fallon IL Sports Park,,https://rankings.gotsport.com/teams/617908.0/game-history,2025-10-16T17:30:47.239960
gotsport,617908.0,1e762da86a62,Calcio Hawks Rush 2016 Lady Hawks,Calcio Hawks Rush,Metro Alliance FC 2016G Navy,630434,U10,F,IL,2025-09-13,H,3.0,1.0,W,Fall,xO Fallon IL Sports Park,,https://rankings.gotsport.com/teams/617908.0/game-history,2025-10-16T17:30:47.239951
gotsport,527844.0,abd5c21915f6,EMSSC U10G Queen Bees,East Moline Silvis Soccer Club,QC Legendary Strikers,479573,U10,F,IL,2025-09-13,H,2.0,7.0,L,Annual QCFSO,Jacobs Park,,https://rankings.gotsport.com/teams/527844.0/game-history,2025-10-16T17:29:36.966215
gotsport,431236.0,429c62e51528,2016 PFCU Racing,Peoria FC United,Midstate 2016 Girls,393992,U10,F,IL,2025-09-13,H,1.0,2.0,L,Route 66 Shootout,Lincoln FC,,https://rankings.gotsport.com/teams/431236.0/game-history,2025-10-16T17:28:50.385684
gotsport,266276.0,3cba6e4e6d68,FC Central Illinois 2016 G Select,FC Central Illinois,Midstate 2016 Girls,393992,U10,F,IL,2025-09-13,H,3.0,3.0,D,Route 66 Shootout,Lincoln FC,,https://rankings.gotsport.com/teams/266276.0/game-history,2025-10-16T17:27:12.733590
gotsport,401744.0,c084377367f7,Pegasus FC/1974 Girls 2016 Red,Pegasus FC,AYSO 300 UNITED 2015 GIRLS BLUE,633498,U10,F,IL,2025-09-11,A,0.0,1.0,L,Illinois Cup Events,Spring Rock Park,,https://rankings.gotsport.com/teams/401744.0/game-history,2025-10-16T17:27:59.733072
gotsport,527844.0,abd5c21915f6,EMSSC U10G Queen Bees,East Moline Silvis Soccer Club,MSC U10G Girls - Gold,527278,U10,F,IL,2025-09-07,A,0.0,6.0,L,Annual Muscatine Fall Classic,Muscatine Soccer Complex-MSCFC,,https://rankings.gotsport.com/teams/527844.0/game-history,2025-10-16T17:29:36.966242
gotsport,409985.0,705d560762b5,Morton United FC 2016 Girls Gray,Morton United FC,EMSSC U10G Queen Bees,527844,U10,F,IL,2025-09-07,H,0.0,3.0,L,Annual Muscatine Fall Classic,Muscatine Soccer Complex-MSCFC,,https://rankings.gotsport.com/teams/409985.0/game-history,2025-10-16T17:28:22.328964
gotsport,510291.0,850dac87bc9a,Sangamo United FC 2016G Queen Bees,Sangamo United FC,026 FC 2016G Miley (Cheetahs),373452,U10,F,IL,2025-09-07,A,2.0,2.0,D,Fall,xGlen Ed East @ PFP,,https://rankings.gotsport.com/teams/510291.0/game-history,2025-10-16T17:29:26.359524
gotsport,409985.0,705d560762b5,Morton United FC 2016 Girls Gray,Morton United FC,FK enVISION - U9/U10 Girls,518646,U10,F,IL,2025-09-07,A,2.0,5.0,L,Annual Muscatine Fall Classic,Muscatine Soccer Complex-MSCFC,,https://rankings.gotsport.com/teams/409985.0/game-history,2025-10-16T17:28:22.328941
gotsport,334618.0,ccfecfd72a7e,Morton United FC 2016 Girls RED,Morton United FC,quad city rush 2016,429048,U10,F,IL,2025-09-07,H,2.0,1.0,W,Annual Muscatine Fall Classic,Muscatine Soccer Complex-MSCFC,,https://rankings.gotsport.com/teams/334618.0/game-history,2025-10-16T17:27:28.467103
gotsport,334618.0,ccfecfd72a7e,Morton United FC 2016 Girls RED,Morton United FC,FK enVISION - U9/10 Girls(Gold),580569,U10,F,IL,2025-09-07,A,4.0,0.0,W,Annual Muscatine Fall Classic,Muscatine Soccer Complex-MSCFC,,https://rankings.gotsport.com/teams/334618.0/game-history,2025-10-16T17:27:28.467077
gotsport,637937.0,da958aaa3064,OSU U10 Girls,Orion Sherrard United,QC Legendary Strikers,479573,U10,F,IL,2025-09-07,A,1.0,13.0,L,league play,Bettendorf Soccer Association (Illowa),,https://rankings.gotsport.com/teams/637937.0/game-history,2025-10-16T17:31:01.458382
gotsport,527844.0,abd5c21915f6,EMSSC U10G Queen Bees,East Moline Silvis Soccer Club,MSC U10G - Purple,573058,U10,F,IL,2025-09-07,A,3.0,1.0,W,Annual Muscatine Fall Classic,Muscatine Soccer Complex-MSCFC,,https://rankings.gotsport.com/teams/527844.0/game-history,2025-10-16T17:29:36.966294
gotsport,510291.0,850dac87bc9a,Sangamo United FC 2016G Queen Bees,Sangamo United FC,LFA Blue Star Major 2016G,622534,U10,F,IL,2025-09-07,A,1.0,5.0,L,Fall,xGlen Ed East @ PFP,,https://rankings.gotsport.com/teams/510291.0/game-history,2025-10-16T17:29:26.359513
gotsport,527844.0,abd5c21915f6,EMSSC U10G Queen Bees,East Moline Silvis Soccer Club,Morton United FC 2016 Girls Gray,409985,U10,F,IL,2025-09-07,A,3.0,0.0,W,Annual Muscatine Fall Classic,Muscatine Soccer Complex-MSCFC,,https://rankings.gotsport.com/teams/527844.0/game-history,2025-10-16T17:29:36.966269
gotsport,506937.0,ec8ed462910a,MSSC 2016 Girls,Mahomet-Seymour Soccer Club,SASA Spirits 2016G West,259319,U10,F,IL,2025-09-07,A,0.0,7.0,L,SASA Spirits,SASA Soccer Complex,,https://rankings.gotsport.com/teams/506937.0/game-history,2025-10-16T17:29:21.999428
gotsport,396578.0,a57aeaef5f62,Glen-Ed SC 16G Germany,Glen-Ed SC,Sporting Columbia 16G White,629457,U10,F,IL,2025-09-07,H,3.0,2.0,W,Fall,Sportport,,https://rankings.gotsport.com/teams/396578.0/game-history,2025-10-16T17:27:54.709674
gotsport,431236.0,429c62e51528,2016 PFCU Racing,Peoria FC United,SASA Spirits 2016G East,329735,U10,F,IL,2025-09-07,H,3.0,4.0,L,SASA Spirits,SASA Soccer Complex,,https://rankings.gotsport.com/teams/431236.0/game-history,2025-10-16T17:28:50.386042
gotsport,431236.0,429c62e51528,2016 PFCU Racing,Peoria FC United,SASA Spirits 2016G East,329735,U10,F,IL,2025-09-07,A,2.0,1.0,W,SASA Spirits,SASA Soccer Complex,,https://rankings.gotsport.com/teams/431236.0/game-history,2025-10-16T17:28:50.386062
gotsport,259319.0,c9a992bc1157,SASA Spirits 2016G West,SASA Spirits SC,MSSC 2016 Girls,506937,U10,F,IL,2025-09-07,H,7.0,0.0,W,SASA Spirits,SASA Soccer Complex,,https://rankings.gotsport.com/teams/259319.0/game-history,2025-10-16T17:27:08.493174
gotsport,429048.0,79b0f70d182e,quad city rush 2016,,MSC U10G Girls - Gold,527278,U10,F,IL,2025-09-07,A,3.0,4.0,L,Annual Muscatine Fall Classic,Muscatine Soccer Complex-MSCFC,,https://rankings.gotsport.com/teams/429048.0/game-history,2025-10-16T17:28:39.787912
gotsport,329735.0,c75eeb321f0b,SASA Spirits 2016G East,SASA Spirits SC,2016 PFCU Racing,431236,U10,F,IL,2025-09-07,H,1.0,2.0,L,SASA Spirits,SASA Soccer Complex,,https://rankings.gotsport.com/teams/329735.0/game-history,2025-10-16T17:27:25.075885
gotsport,329735.0,c75eeb321f0b,SASA Spirits 2016G East,SASA Spirits SC,2016 PFCU Racing,431236,U10,F,IL,2025-09-07,A,4.0,3.0,W,SASA Spirits,SASA Soccer Complex,,https://rankings.gotsport.com/teams/329735.0/game-history,2025-10-16T17:27:25.075896
gotsport,429048.0,79b0f70d182e,quad city rush 2016,,Morton United FC 2016 Girls RED,334618,U10,F,IL,2025-09-07,A,1.0,2.0,L,Annual Muscatine Fall Classic,Muscatine Soccer Complex-MSCFC,,https://rankings.gotsport.com/teams/429048.0/game-history,2025-10-16T17:28:39.787937
gotsport,334618.0,ccfecfd72a7e,Morton United FC 2016 Girls RED,Morton United FC,MSC U10G Girls - Gold,527278,U10,F,IL,2025-09-06,A,1.0,3.0,L,Annual Muscatine Fall Classic,Muscatine Soccer Complex-MSCFC,,https://rankings.gotsport.com/teams/334618.0/game-history,2025-10-16T17:27:28.467153
gotsport,396578.0,a57aeaef5f62,Glen-Ed SC 16G Germany,Glen-Ed SC,Kolping Kicks SC Boyer 2016G,617645,U10,F,IL,2025-09-06,H,5.0,2.0,W,Fall,xO Fallon IL Sports Park,,https://rankings.gotsport.com/teams/396578.0/game-history,2025-10-16T17:27:54.709686
gotsport,431236.0,429c62e51528,2016 PFCU Racing,Peoria FC United,SASA Spirits 2016G West,259319,U10,F,IL,2025-09-06,H,2.0,1.0,W,SASA Spirits,SASA Soccer Complex,,https://rankings.gotsport.com/teams/431236.0/game-history,2025-10-16T17:28:50.386077
gotsport,527844.0,abd5c21915f6,EMSSC U10G Queen Bees,East Moline Silvis Soccer Club,FK enVISION - U9/U10 Girls,518646,U10,F,IL,2025-09-06,H,2.0,1.0,W,Annual Muscatine Fall Classic,Muscatine Soccer Complex-MSCFC,,https://rankings.gotsport.com/teams/527844.0/game-history,2025-10-16T17:29:36.966318
gotsport,429048.0,79b0f70d182e,quad city rush 2016,,FK enVISION - U9/10 Girls(Gold),580569,U10,F,IL,2025-09-06,H,1.0,4.0,L,Annual Muscatine Fall Classic,Muscatine Soccer Complex-MSCFC,,https://rankings.gotsport.com/teams/429048.0/game-history,2025-10-16T17:28:39.787981
gotsport,429048.0,79b0f70d182e,quad city rush 2016,,North Scott Soccer Club 2016 Girls,481898,U10,F,IL,2025-09-06,H,1.0,3.0,L,Annual Muscatine Fall Classic,Muscatine Soccer Complex-MSCFC,,https://rankings.gotsport.com/teams/429048.0/game-history,2025-10-16T17:28:39.787959
gotsport,506937.0,ec8ed462910a,MSSC 2016 Girls,Mahomet-Seymour Soccer Club,SASA Spirits 2016G East,329735,U10,F,IL,2025-09-06,A,0.0,6.0,L,SASA Spirits,SASA Soccer Complex,,https://rankings.gotsport.com/teams/506937.0/game-history,2025-10-16T17:29:21.999489
gotsport,329735.0,c75eeb321f0b,SASA Spirits 2016G East,SASA Spirits SC,MSSC 2016 Girls,506937,U10,F,IL,2025-09-06,H,6.0,0.0,W,SASA Spirits,SASA Soccer Complex,,https://rankings.gotsport.com/teams/329735.0/game-history,2025-10-16T17:27:25.075906
gotsport,431236.0,429c62e51528,2016 PFCU Racing,Peoria FC United,MSSC 2016 Girls,506937,U10,F,IL,2025-09-06,A,9.0,0.0,W,SASA Spirits,SASA Soccer Complex,,https://rankings.gotsport.com/teams/431236.0/game-history,2025-10-16T17:28:50.386094
gotsport,630434.0,4be5b0cac188,Metro Alliance FC 2016G Navy,Metro Alliance FC ,Sandhurst Waves 2016G,635685,U10,F,IL,2025-09-06,H,3.0,2.0,W,Fall,xO Fallon IL Sports Park,,https://rankings.gotsport.com/teams/630434.0/game-history,2025-10-16T17:30:55.780924
gotsport,409985.0,705d560762b5,Morton United FC 2016 Girls Gray,Morton United FC,GSC 2016 Girls,468555,U10,F,IL,2025-09-06,H,0.0,5.0,L,Annual Muscatine Fall Classic,Muscatine Soccer Complex-MSCFC,,https://rankings.gotsport.com/teams/409985.0/game-history,2025-10-16T17:28:22.328987
gotsport,409985.0,705d560762b5,Morton United FC 2016 Girls Gray,Morton United FC,MSC U10G - Purple,573058,U10,F,IL,2025-09-06,A,3.0,3.0,D,Annual Muscatine Fall Classic,Muscatine Soccer Complex-MSCFC,,https://rankings.gotsport.com/teams/409985.0/game-history,2025-10-16T17:28:22.329012
gotsport,401744.0,c084377367f7,Pegasus FC/1974 Girls 2016 Red,Pegasus FC,Academia Atlas FC Chicago 2015/16 Girls,608149,U10,F,IL,2025-09-06,H,1.0,2.0,L,Illinois Cup Events,Clavey Park,,https://rankings.gotsport.com/teams/401744.0/game-history,2025-10-16T17:27:59.733094
gotsport,334618.0,ccfecfd72a7e,Morton United FC 2016 Girls RED,Morton United FC,North Scott Soccer Club 2016 Girls,481898,U10,F,IL,2025-09-06,H,4.0,1.0,W,Annual Muscatine Fall Classic,Muscatine Soccer Complex-MSCFC,,https://rankings.gotsport.com/teams/334618.0/game-history,2025-10-16T17:27:28.467129
gotsport,255555.0,46725c0f7f91,SLSG IL G 2016 Elite Red,St. Louis Scott Gallagher,SLSG MO G 2015 Manchester City,504068,U10,F,IL,2025-09-06,A,3.0,0.0,W,St. Louis Scott Gallagher Premier League,World Wide Technology Soccer Park,,https://rankings.gotsport.com/teams/255555.0/game-history,2025-10-16T17:27:03.987617
gotsport,506937.0,ec8ed462910a,MSSC 2016 Girls,Mahomet-Seymour Soccer Club,2016 PFCU Racing,431236,U10,F,IL,2025-09-06,H,0.0,9.0,L,SASA Spirits,SASA Soccer Complex,,https://rankings.gotsport.com/teams/506937.0/game-history,2025-10-16T17:29:21.999465
