team_name,age_group,gender,source,points,state,rank,url
LT Elite SGA 11B Premier,U15,Male,GotSport Rankings,0,TXS,11,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=15&search[gender]=m&search[page]=1
Imperial SC 09B NLFC TX-S,U17,Male,GotSport Rankings,0,TXS,15,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=17&search[gender]=m&search[page]=1
AFC 08B Black NLFC,U18,Male,GotSport Rankings,0,TXS,13,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=m&search[page]=1
